[CustomCards]
	[    {
	            "en": "https://raw.githubusercontent.com/Kogane-Yakumo/Port-Noon/main/PTN-files/The%20Geminiad.png"
	        }
	    },
	    {
	        "name": "Ritual Daggar",
	        "rarity": "uncommon",
	        "mana_cost": "{4}",
	        "type": "Artifact",
	        "image_uris": {
	            "en": "https://raw.githubusercontent.com/Kogane-Yakumo/Port-Noon/main/PTN-files/Ritual%20Daggar.png"
	        },
            "back": {
            "name": "Scar Boon",
            "image_uris": {
                "en": "https://raw.githubusercontent.com/Kogane-Yakumo/Port-Noon/main/PTN-files/Scar%20Boon.png"
            },
            "type": "Boon",
            "subtypes": [
                ""
            ]
		}
	    },
	    {
	        "name": "True Blood of Saint Janus",
	        "rarity": "rare",
	        "mana_cost": "{2}",
	        "type": "Legendary Artifact",
	        "image_uris": {
	            "en": "https://raw.githubusercontent.com/Kogane-Yakumo/Port-Noon/main/PTN-files/True%20Blood%20of%20Saint%20Janus.png"
	        }
	    },
	    {
	        "name": "Skycombing Nyctodromist",
	        "rarity": "uncommon",
	        "mana_cost": "{1}{U}",
	        "type": "Creature — Human Cleric Wizard ",
	        "image_uris": {
	            "en": "https://raw.githubusercontent.com/Kogane-Yakumo/Port-Noon/main/PTN-files/Skycombing%20Nyctodromist.png"
	        }
	    },
	    {
	        "name": "Vengeful Restorer",
	        "rarity": "uncommon",
	        "mana_cost": "{1}{W}{B}",
	        "type": "Creature — Angel ",
	        "image_uris": {
	            "en": "https://raw.githubusercontent.com/Kogane-Yakumo/Port-Noon/main/PTN-files/Vengeful%20Restorer.png"
	        }
	    },
	    {
	        "name": "Inhabit Nowhere",
	        "rarity": "uncommon",
	        "mana_cost": "{U}",
	        "type": "Instant",
	        "image_uris": {
	            "en": "https://raw.githubusercontent.com/Kogane-Yakumo/Port-Noon/main/PTN-files/Inhabit%20Nowhere.png"
	        }
	    },
	    {
	        "name": "Secluded Courtyard",
	        "rarity": "uncommon",
	        "mana_cost": "",
	        "type": "Land",
	        "image_uris": {
	            "en": "https://raw.githubusercontent.com/Kogane-Yakumo/Port-Noon/main/PTN-files/Secluded%20Courtyard.png"
	        }
	    },
	    {
	        "name": "Apostle Entheate",
	        "rarity": "rare",
	        "mana_cost": "{3}{W}{W}",
	        "type": "Creature — Angel ",
	        "image_uris": {
	            "en": "https://raw.githubusercontent.com/Kogane-Yakumo/Port-Noon/main/PTN-files/Apostle%20Entheate.png"
	        }
	    }
	]
[Settings]
{
	"name": "Port Noon: Occult Islands of Vespera",
	"withReplacement": true,
	"predeterminedLayouts": [
		{"One": 50, "Two": 50},
		{"One": 50, "Two": 50},
		{"One": 50, "Two": 50}
],
	"layouts": {
		"One": {
			"weight": 1,
			"slots": {
  				"Wild": 2,
				"Rare": 1,
				"Uncommon": 3,
  				"A": 3,
  				"B": 2,
  				"C1": 2,
  				"Basic": 1
			}
		},
		"Two": {
			"weight": 1,
			"slots": {
  				"Wild": 2,
				"Rare": 1,
				"Uncommon": 3,
  				"A": 3,
  				"B": 2,
  				"C2": 2,
  				"Basic": 1
			}
		}
	}
}
	[Wild]
		10 Bringer of Glory
		10 Unscarred Wolf
		10 PTN Iron Verdict
		10 PTN Augury Raven
		10 Sea's Feasting
		10 Seven-Coil Shipbreaker
		10 Sky-Scar Angel
		10 Spread Agony
		10 Escape from Nowhere
		10 Enflamed Caligine
		10 Subvert the Light
		10 Subverting Insurgent
		10 Seven-Coiled Strength
		10 Wolven Hatred
		10 Wood's Devourer
		10 Noon Delver Serpent
		10 Covert Cloak
		10 Noonstone Amulet
		10 Bars Across the Sun
		10 Forge Secretkeeper
		10 Glassgarden Seer
		10 Guided Crusader
		10 Ancient Translator
		10 Moonlit Deceiver
		10 Prison of Glass
		10 River Drowner
		10 Cyprian Ophiomancer
		10 Gloom Sower
		10 Nowhere Ascender
		10 Seven-Coil Invocation
		10 Entry Consultant
		10 Malleary Novice
		10 Stained Silver
		10 Wandering Immolator
		10 Carapace Crusader
		10 Cartographed Risen
		10 Seven-Coil Ambusher
		10 Unceasing Initiation
		10 Lost Seraph
		10 Roost Messengers
		10 Shattered Risen
		10 Mountain of Evidence
		10 Society Headquarters
		10 Broken Sun-Servant
		10 Echoing Charger
		10 Extract Secrets
		10 Glass Guardian
		10 Glassgarden Elder
		10 Glassgarden Prophet
		10 Ignite Fervor
		10 Lended Light
		10 Mystical Trail
		10 Subverted Cyprian
		10 Pulsing Vitality
		10 Verse Illuminate
		10 Carapace Scavenger
		10 Carapace Shearer
		10 Cindered Tally
		10 Despairing Devotee
		10 Escape into the Night
		10 Herald of Loss
		10 Indulgent Cyprian
		10 Paradoxical Inquiry
		10 Sensation Ascender
		10 Implant the Seeds
		10 Verse Change
		10 Wood's Deceiver
		10 Nowhere Wormhost
		10 Names of the Dead
		10 Dreamway Key
		10 Forgotten Tongues
		10 Nowhere Illuminator
		10 Perfect Stillness
		10 Seaside Smuggler
		10 Take Prisoners
		10 Twins' Guardian
		10 Veil of Dreams
		10 Verse Open
		10 White Reaper
		10 Blazing Crescendo
		10 Callidate Invocation
		10 Crucible Rite
		10 High Cyprian
		10 Kindled Fury
		10 Malleary Seer
		10 Open the Self
		10 Raw Prophet
		10 Rite Flamecaller
		10 Tattered Cyprian
		10 Traitorous Blood
		10 Verse Reshape
		10 Carapace Disciple
		10 Discover the Stone Gods
		10 Carapace Threadbearer
		10 Map's Edge Explorer
		10 The Old Forms
		10 Ring-Yew's Chosen
		10 Student of Defiance
		10 Thyrsine Tracker
		10 Verse Aggress
		10 Way to the Wood
		10 Wildwood Containment
		10 Wolf-Splinter
		4 Dry-Soul Angel
		4 Nowhere Deathlord
		4 Nowhere Dreadsteed
		4 Field of Ruin
		4 Students of Rememberance
		4 Silent Drowner
		4 Nowhere Soul Collector
		4 Yew Colossus
		4 Percussigant
		4 Places of Peace
		4 Sanctuary of Mysteries
		4 Occult Relocation
		4 Thyrsine Hunter
		4 Ragged Sun's Angel
		4 Sunshard Protector
		4 Root of Mercy
		4 Ascent from Snakes
		4 Lorescale Coatl
		4 Map's Edge Monstrosity
		4 Opener of Realities
		4 Opener of Glass
		4 Sister of Venoms
		4 Ignus Rites
		4 Forged Conflagration
		4 Malleary Phantasm
		4 Expeditionary Vessel
		4 Scarring Servitude
		4 Defacement
		4 Faceless Apprentice
		4 Mirrored Wolf
		4 Misguiding Lighthouse
		4 Banisher Priest
		4 Guardian Percussigant
		4 Horomachist Sacrifice
		4 Rarefied Illuminator
		4 The Sky, The Soul
		4 Sun-Scorched Tempering
		4 Eyes Everywhere
		4 Greater Deceiver
		4 Mind Control
		4 Moonlit Augury
		4 Seven-Coil Glider
		4 Skin's Division
		4 Carapace Ancestor
		4 Carapace Guardian
		4 Angel of Eclipse
		4 Cyprian Haemomancer
		4 Flesh Asunder
		4 Monument of Rags
		4 Throat of Remnants
		4 The Vitulation
		4 Corrivality
		4 Cyprian Sacristan
		4 Ignite Soul
		4 Malleary Smelter
		4 Malleary-Forged Yew
		4 Nowhere Razer
		4 Preemptive Purge
		4 Self-Immolator
		4 Unlucky Witness
		4 Carapace Youngling
		4 Flesh Weaver
		4 Ordeal of Defiance
		4 Self-Snipping Dapple
		4 Debilitated Tragulari
		4 Ravenous Unmaker
		4 Skaptodon Cub
		4 Imago of Fet
		4 Moth's Yearning
		4 Agonizing Existence
		4 The Allure's Light
		4 Drowning Cyprian
		4 Roost Augur
		4 Spirit of Defiance
		4 Vision of Other Histories
		4 Wildfires of War
		4 Wound the World
		4 Horomachist Ending
		4 Ritual Daggar
		4 Skycombing Nyctodromist
		4 Vengeful Restorer
		4 Inhabit Nowhere
		4 Secluded Courtyard
		2 The Elegiast
		2 Relic Vial
		2 Devoured Messenger
		2 Skintwist
		2 The Ring-Yew
		2 House of the Moon
		2 Angel of the True Sun
		2 The Vagabond
		2 Legacy of the Wheel
		2 Ophidian Soul
		2 Painting the River
		2 Mother of Ants
		2 King Crucible
		2 Tireless Recruiter
		2 Planer Lockdown
		2 Occult Explorer
		2 Brought Back
		2 Cat o'lic Priests
		2 Legacy of Amber
		2 Merciless Illumination
		2 Mirrorwing Sphinx
		2 Rite of Twins' Union
		2 Seven-Coil's Scion
		2 Zulfiya, Carapace Toxifier
		2 Crowned Ghoul
		2 Destructive Cyprian
		2 Dream Whisperer
		2 Legacy of Tides
		2 Rite of Watchman's Sorrow
		2 Burst Open
		2 Carnal Thirst
		2 Ghirbi, the Gatekeeper
		2 Harsh Mentor
		2 Ironsmoke Caligine
		2 Legacy of Flint
		2 Malleus Spark Amulet
		2 Reshaping Phoenix
		2 Sendings of the Skin
		2 Yew-Horned Carapace
		2 The Chiliarch
		2 Flee from History
		2 Legacy of Coils
		2 Life's Legacy
		2 The Lionsmith
		2 The Knotwingknot
		2 Ezeem, the Second Thirstly
		2 The Sun-In-Rags
		2 The Watchman
		2 The Geminiad
		2 True Blood of Saint Janus
		2 Apostle Entheate
		2 Seven-Coil’s Successor
		1 Glorious Enforcer
		1 The Horned-Axe
		1 The Crowned Growth
		1 The Museum of Worms
		1 Ghirbi's Invasion
		1 Rite Intercalate
		1 The Moth
		1 Breaching Vespera
		1 The Forge of Days
		1 Isidra, Foreign Goddess
		1 The Mirror-Queen
		1 The Red Grail
		1 Teferi's Banishment
		1 The Thunderskin
		1 The Witch-and-Sister
		1 The Wolf Divided
		1 The Frangiclave
	[Rare]
		2 The Elegiast
		2 Relic Vial
		2 Devoured Messenger
		2 Skintwist
		2 The Ring-Yew
		2 House of the Moon
		2 Angel of the True Sun
		2 The Vagabond
		2 Legacy of the Wheel
		2 Ophidian Soul
		2 Painting the River
		2 Mother of Ants
		2 King Crucible
		2 Tireless Recruiter
		2 Planer Lockdown
		2 Occult Explorer
		2 Brought Back
		2 Cat o'lic Priests
		2 Legacy of Amber
		2 Merciless Illumination
		2 Mirrorwing Sphinx
		2 Rite of Twins' Union
		2 Seven-Coil's Scion
		2 Zulfiya, Carapace Toxifier
		2 Crowned Ghoul
		2 Destructive Cyprian
		2 Dream Whisperer
		2 Legacy of Tides
		2 Rite of Watchman's Sorrow
		2 Burst Open
		2 Carnal Thirst
		2 Ghirbi, the Gatekeeper
		2 Harsh Mentor
		2 Ironsmoke Caligine
		2 Legacy of Flint
		2 Malleus Spark Amulet
		2 Reshaping Phoenix
		2 Sendings of the Skin
		2 Yew-Horned Carapace
		2 The Chiliarch
		2 Flee from History
		2 Legacy of Coils
		2 Life's Legacy
		2 The Lionsmith
		2 The Knotwingknot
		2 Ezeem, the Second Thirstly
		2 The Sun-In-Rags
		2 The Watchman
		2 The Geminiad
		2 True Blood of Saint Janus
		2 Apostle Entheate
		2 Seven-Coil’s Successor
		1 Glorious Enforcer
		1 The Horned-Axe
		1 The Crowned Growth
		1 The Museum of Worms
		1 Ghirbi's Invasion
		1 Rite Intercalate
		1 The Moth
		1 Breaching Vespera
		1 The Forge of Days
		1 Isidra, Foreign Goddess
		1 The Mirror-Queen
		1 The Red Grail
		1 Teferi's Banishment
		1 The Thunderskin
		1 The Witch-and-Sister
		1 The Wolf Divided
		1 The Frangiclave
	[Uncommon]
		2 Dry-Soul Angel
		2 Nowhere Deathlord
		2 Nowhere Dreadsteed
		2 Field of Ruin
		2 Students of Rememberance
		2 Silent Drowner
		2 Nowhere Soul Collector
		2 Yew Colossus
		2 Percussigant
		2 Places of Peace
		2 Sanctuary of Mysteries
		2 Occult Relocation
		2 Thyrsine Hunter
		2 Ragged Sun's Angel
		2 Sunshard Protector
		2 Root of Mercy
		2 Ascent from Snakes
		2 Lorescale Coatl
		2 Map's Edge Monstrosity
		2 Opener of Realities
		2 Opener of Glass
		2 Sister of Venoms
		2 Ignus Rites
		2 Forged Conflagration
		2 Malleary Phantasm
		2 Expeditionary Vessel
		2 Scarring Servitude
		2 Defacement
		2 Faceless Apprentice
		2 Mirrored Wolf
		2 Misguiding Lighthouse
		2 Banisher Priest
		2 Guardian Percussigant
		2 Horomachist Sacrifice
		2 Rarefied Illuminator
		2 The Sky, The Soul
		2 Sun-Scorched Tempering
		2 Eyes Everywhere
		2 Greater Deceiver
		2 Mind Control
		2 Moonlit Augury
		2 Seven-Coil Glider
		2 Skin's Division
		2 Carapace Ancestor
		2 Carapace Guardian
		2 Angel of Eclipse
		2 Cyprian Haemomancer
		2 Flesh Asunder
		2 Monument of Rags
		2 Throat of Remnants
		2 The Vitulation
		2 Corrivality
		2 Cyprian Sacristan
		2 Ignite Soul
		2 Malleary Smelter
		2 Malleary-Forged Yew
		2 Nowhere Razer
		2 Preemptive Purge
		2 Self-Immolator
		2 Unlucky Witness
		2 Carapace Youngling
		2 Flesh Weaver
		2 Ordeal of Defiance
		2 Self-Snipping Dapple
		2 Debilitated Tragulari
		2 Ravenous Unmaker
		2 Skaptodon Cub
		2 Imago of Fet
		2 Moth's Yearning
		2 Agonizing Existence
		2 The Allure's Light
		2 Drowning Cyprian
		2 Roost Augur
		2 Spirit of Defiance
		2 Vision of Other Histories
		2 Wildfires of War
		2 Wound the World
		2 Horomachist Ending
		2 Ritual Daggar
		2 Skycombing Nyctodromist
		2 Vengeful Restorer
		2 Inhabit Nowhere
		2 Secluded Courtyard
	[A]
		1 Nowhere Wormhost
		1 Names of the Dead
		1 Dreamway Key
		1 Forgotten Tongues
		1 Nowhere Illuminator
		1 Perfect Stillness
		1 Seaside Smuggler
		1 Take Prisoners
		1 Twins' Guardian
		1 Veil of Dreams
		1 Verse Open
		1 White Reaper
		1 Blazing Crescendo
		1 Callidate Invocation
		1 Crucible Rite
		1 High Cyprian
		1 Kindled Fury
		1 Malleary Seer
		1 Open the Self
		1 Raw Prophet
		1 Rite Flamecaller
		1 Tattered Cyprian
		1 Traitorous Blood
		1 Verse Reshape
		1 Carapace Disciple
		1 Discover the Stone Gods
		1 Carapace Threadbearer
		1 Map's Edge Explorer
		1 The Old Forms
		1 Ring-Yew's Chosen
		1 Student of Defiance
		1 Thyrsine Tracker
		1 Verse Aggress
		1 Way to the Wood
		1 Wildwood Containment
		1 Wolf-Splinter
	[B]
		1 Broken Sun-Servant
		1 Echoing Charger
		1 Extract Secrets
		1 Glass Guardian
		1 Glassgarden Elder
		1 Glassgarden Prophet
		1 Ignite Fervor
		1 Lended Light
		1 Mystical Trail
		1 Subverted Cyprian
		1 Pulsing Vitality
		1 Verse Illuminate
		1 Carapace Scavenger
		1 Carapace Shearer
		1 Cindered Tally
		1 Despairing Devotee
		1 Escape into the Night
		1 Herald of Loss
		1 Indulgent Cyprian
		1 Paradoxical Inquiry
		1 Sensation Ascender
		1 Implant the Seeds
		1 Verse Change
		1 Wood's Deceiver
	[C1]
		1 Bars Across the Sun
		1 Forge Secretkeeper
		1 Glassgarden Seer
		1 Guided Crusader
		1 Ancient Translator
		1 Moonlit Deceiver
		1 Prison of Glass
		1 River Drowner
		1 Cyprian Ophiomancer
		1 Gloom Sower
		1 Nowhere Ascender
		1 Seven-Coil Invocation
		1 Entry Consultant
		1 Malleary Novice
		1 Stained Silver
		1 Wandering Immolator
		1 Carapace Crusader
		1 Cartographed Risen
		1 Seven-Coil Ambusher
		1 Unceasing Initiation
		1 Lost Seraph
		1 Roost Messengers
		1 Shattered Risen
		1 Mountain of Evidence
		1 Society Headquarters
	[C2]
		1 Bringer of Glory
		1 Unscarred Wolf
		1 PTN Iron Verdict
		1 PTN Augury Raven
		1 Sea's Feasting
		1 Seven-Coil Shipbreaker
		1 Sky-Scar Angel
		1 Spread Agony
		1 Escape from Nowhere
		1 Enflamed Caligine
		1 Subvert the Light
		1 Subverting Insurgent
		1 Seven-Coiled Strength
		1 Wolven Hatred
		1 Wood's Devourer
		1 Noon Delver Serpent
		1 Covert Cloak
		1 Noonstone Amulet
	[Basic]
		3 Sanctuary of Enlightenment
		3 Sanctuary of Glory
		3 Sanctuary of Movement
		3 Sanctuary of Openings
		3 Sanctuary of Remembrance
		3 Sanctuary of Reshaping
		3 Sanctuary of Sensation
		3 Sanctuary of Shedding
		3 Sanctuary of Strength
		3 Sanctuary of Time
		1 PTN Plains
		1 PTN Plains 2
		1 PTN Island
		1 PTN Island 2
		1 PTN Swamp
		1 PTN Swamp 2
		1 PTN Mountain
		1 PTN Mountain 2
		1 PTN Forest
		1 PTN Forest 2
	
